geoid,name,estimate_population,estimate_coresident_grandparents_total,estimate_responsible_total,estimate_less_than_six_months,estimate_six_to_eleven_months,estimate_one_or_two_years,estimate_three_or_four_years,estimate_five_plus_years,estimate_not_responsible,moe_population,moe_coresident_grandparents_total,moe_responsible_total,moe_less_than_six_months,moe_six_to_eleven_months,moe_one_or_two_years,moe_three_or_four_years,moe_five_plus_years,moe_not_responsible,duration_sum,duration_difference,duration_reconciliation_status,coresident_components_sum,coresident_difference,coresident_reconciliation_status,pct_responsible,moe_ratio,moe_exceeds_estimate,high_moe_flag,severe_moe_flag,cv_responsible_percent,responsible_ci90_lower,responsible_ci90_upper,pct_responsible_moe,percent_responsible_grandparents_less_than_six_months,percent_responsible_grandparents_less_than_six_months_moe,percent_responsible_grandparents_six_to_eleven_months,percent_responsible_grandparents_six_to_eleven_months_moe,percent_responsible_grandparents_one_or_two_years,percent_responsible_grandparents_one_or_two_years_moe,percent_responsible_grandparents_three_or_four_years,percent_responsible_grandparents_three_or_four_years_moe,percent_responsible_grandparents_five_plus_years,percent_responsible_grandparents_five_plus_years_moe,pct_responsible_ci90_lower,pct_responsible_ci90_upper,pct_responsible_cv_percent,pct_responsible_exclusion,percent_responsible_grandparents_less_than_six_months_ci90_lower,percent_responsible_grandparents_less_than_six_months_ci90_upper,percent_responsible_grandparents_less_than_six_months_cv_percent,percent_responsible_grandparents_less_than_six_months_exclusion,percent_responsible_grandparents_six_to_eleven_months_ci90_lower,percent_responsible_grandparents_six_to_eleven_months_ci90_upper,percent_responsible_grandparents_six_to_eleven_months_cv_percent,percent_responsible_grandparents_six_to_eleven_months_exclusion,percent_responsible_grandparents_one_or_two_years_ci90_lower,percent_responsible_grandparents_one_or_two_years_ci90_upper,percent_responsible_grandparents_one_or_two_years_cv_percent,percent_responsible_grandparents_one_or_two_years_exclusion,percent_responsible_grandparents_three_or_four_years_ci90_lower,percent_responsible_grandparents_three_or_four_years_ci90_upper,percent_responsible_grandparents_three_or_four_years_cv_percent,percent_responsible_grandparents_three_or_four_years_exclusion,percent_responsible_grandparents_five_plus_years_ci90_lower,percent_responsible_grandparents_five_plus_years_ci90_upper,percent_responsible_grandparents_five_plus_years_cv_percent,percent_responsible_grandparents_five_plus_years_exclusion,acs_year,acs_period,acs_product,state_fips,caregivers_per_1000_population,caregivers_per_1000_population_moe,story_scale_exclusion,national_rank_caregiver_count,national_percentile_caregiver_count,national_decile_caregiver_count,eligible_n_caregiver_count,exclusion_reason_caregiver_count,national_rank_caregiving_percent,national_percentile_caregiving_percent,national_decile_caregiving_percent,eligible_n_caregiving_percent,exclusion_reason_caregiving_percent,national_rank_less_than_six_months,national_percentile_less_than_six_months,national_decile_less_than_six_months,eligible_n_less_than_six_months,exclusion_reason_less_than_six_months,national_rank_six_to_eleven_months,national_percentile_six_to_eleven_months,national_decile_six_to_eleven_months,eligible_n_six_to_eleven_months,exclusion_reason_six_to_eleven_months,national_rank_one_or_two_years,national_percentile_one_or_two_years,national_decile_one_or_two_years,eligible_n_one_or_two_years,exclusion_reason_one_or_two_years,national_rank_three_or_four_years,national_percentile_three_or_four_years,national_decile_three_or_four_years,eligible_n_three_or_four_years,exclusion_reason_three_or_four_years,national_rank_five_plus_years,national_percentile_five_plus_years,national_decile_five_plus_years,eligible_n_five_plus_years,exclusion_reason_five_plus_years,national_rank_story_scale_caregiving_percent,national_percentile_story_scale_caregiving_percent,national_decile_story_scale_caregiving_percent,eligible_n_story_scale_caregiving_percent,exclusion_reason_story_scale_caregiving_percent,rank_by_count
1344340,"LaGrange city, Georgia",32078,928,558,0,0,66,121,371,370,49,292,238,30,30,93,110,209,193,558,0,Pass,928,0,Pass,60.129310344827594,0.4265232974910394,FALSE,TRUE,FALSE,25.930775267921344,320,796,17.314135022618036,0,5.376344086021505,0,5.376344086021505,11.827956989247312,15.884796808951442,21.68458781362007,17.4088775819662,66.48745519713262,24.46814630091118,42.815175322209555,77.44344536744563,17.506015976697388,Retained,0,5.376344086021505,NA,Unavailable MOE or zero percentage,0,5.376344086021505,NA,Unavailable MOE or zero percentage,0,27.712753798198754,81.64783446804583,Percentage MOE exceeds 50% of estimate,4.275710231653871,39.093465395586264,48.8081496076411,Percentage MOE exceeds 50% of estimate,42.01930889622144,90.95560149804379,22.373508902920342,Retained,2024,2020-2024,ACS five-year,13,17.395099445102563,7.419367594555343,Retained,408,98.72495161995131,10,32038,Retained,72,90.72632944228275,10,771,Retained,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,90,84.90725126475549,9,593,Retained,57,92.45660881174899,10,749,Retained,11
1311560,"Brunswick city, Georgia",15307,624,460,104,62,112,0,182,164,27,256,218,142,74,135,23,118,98,460,0,Pass,624,0,Pass,73.71794871794873,0.47391304347826085,FALSE,TRUE,FALSE,28.811867251470808,242,678,17.488913430566217,22.608695652173914,28.9504464811291,13.478260869565217,14.76447466099072,24.347826086956523,26.984293393320225,0,5,39.565217391304344,17.505822006534995,56.229035287382516,91.20686214851494,14.423223363833843,Retained,0,51.55914213330301,77.84890378408943,Percentage MOE exceeds 50% of estimate,0,28.242735530555937,66.59734016579445,Percentage MOE exceeds 50% of estimate,0,51.332119480276745,67.37885125427768,Percentage MOE exceeds 50% of estimate,0,5,NA,Unavailable MOE or zero percentage,22.05939538476935,57.07103939783934,26.89934439597803,Retained,2024,2020-2024,ACS five-year,13,30.051610374338537,14.24175148599944,Retained,524,98.35976028466196,10,32038,Retained,22,97.21141374837873,10,771,Retained,NA,NA,NA,48,Percentage MOE exceeds 50% of estimate,NA,NA,NA,40,Percentage MOE exceeds 50% of estimate,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Unavailable MOE or zero percentage,490,17.45362563237774,2,593,Retained,14,98.19759679572763,10,749,Retained,12
1348288,"Mableton city, Georgia",77678,1904,431,23,124,34,77,173,1473,50,550,212,29,166,47,67,115,523,431,0,Pass,1904,0,Pass,22.636554621848738,0.4918793503480278,FALSE,TRUE,FALSE,29.90414115204063,219,643,9.012134979630126,5.336426914153132,6.195421038340337,28.770301624129928,35.82102789197737,7.888631090487238,10.191166028574381,17.865429234338748,12.823106392198136,40.13921113689095,17.947830664662064,13.624419642218612,31.648689601478864,24.20416499995483,Retained,0,11.531847952493468,70.58184450796794,Percentage MOE exceeds 50% of estimate,0,64.5913295161073,75.69485686157901,Percentage MOE exceeds 50% of estimate,0,18.07979711906162,78.54073718430467,Percentage MOE exceeds 50% of estimate,5.042322842140612,30.688535626536883,43.63676369154355,Percentage MOE exceeds 50% of estimate,22.191380472228886,58.08704180155301,27.184157240570084,Retained,2024,2020-2024,ACS five-year,13,5.5485465640207,2.7292131424151025,Retained,581,98.18808914414133,10,32038,Retained,612,20.687418936446175,3,771,Retained,NA,NA,NA,48,Percentage MOE exceeds 50% of estimate,NA,NA,NA,40,Percentage MOE exceeds 50% of estimate,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,482,18.802698145025296,2,593,Retained,590,21.295060080106808,3,749,Retained,13
1338964,"Hinesville city, Georgia",35679,732,407,42,19,34,69,243,325,49,223,180,49,32,42,62,132,155,407,0,Pass,732,0,Pass,55.60109289617486,0.44226044226044225,FALSE,TRUE,FALSE,26.887525735655647,227,587,17.825838657748385,10.319410319410318,11.140742912583592,4.668304668304668,7.586491774715082,8.353808353808354,9.635375618260902,16.953316953316953,13.260475592842358,59.7051597051597,18.831528996981277,37.77525423842648,73.42693155392325,19.491236290574108,Retained,0,21.46015323199391,65.63447480654935,Percentage MOE exceeds 50% of estimate,0,12.25479644301975,98.79945360026079,Percentage MOE exceeds 50% of estimate,0,17.989183972069256,70.12241826791842,Percentage MOE exceeds 50% of estimate,3.6928413604745955,30.21379254615931,47.55291694992155,Percentage MOE exceeds 50% of estimate,40.873630708178425,78.53668870214098,19.17548963204592,Retained,2024,2020-2024,ACS five-year,13,11.40727038313854,5.044960120266727,Retained,606,98.10849616080904,10,32038,Retained,100,87.094682230869,9,771,Retained,NA,NA,NA,48,Percentage MOE exceeds 50% of estimate,NA,NA,NA,40,Percentage MOE exceeds 50% of estimate,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,170,71.41652613827993,8,593,Retained,85,88.71829105473965,9,749,Retained,14
1313688,"Cartersville city, Georgia",24074,608,401,0,0,104,0,297,207,30,331,318,27,27,112,27,279,142,401,0,Pass,608,0,Pass,65.95394736842105,0.7930174563591023,FALSE,TRUE,TRUE,48.212038041880966,83,719,38.03071432368089,0,6.733167082294264,0,6.733167082294264,25.935162094763093,18.896869318220322,0,6.733167082294264,74.06483790523691,37.29694385001442,27.923233044740165,100,35.05632872345257,Percentage MOE exceeds 50% of estimate,0,6.733167082294264,NA,Unavailable MOE or zero percentage,0,6.733167082294264,NA,Unavailable MOE or zero percentage,7.038292776542772,44.83203141298341,44.29693079140513,Percentage MOE exceeds 50% of estimate,0,6.733167082294264,NA,Unavailable MOE or zero percentage,36.76789405522249,100,30.61497528970173,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,16.656974329151783,13.209255104056218,Percentage MOE exceeds 50% of estimate,614,98.08040451963294,10,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Percentage MOE exceeds 50% of estimate,15
1325720,"East Point city, Georgia",38335,1048,377,0,0,57,106,214,671,43,334,189,30,30,66,100,115,258,377,0,Pass,1048,0,Pass,35.973282442748086,0.5013262599469496,FALSE,TRUE,TRUE,30.478472475152362,188,566,13.921096489992191,0,7.957559681697612,0,7.957559681697612,15.119363395225463,15.780677216578637,28.116710875331563,22.46995675444302,56.76392572944297,10.985346519487647,22.052185952755895,49.89437893274028,23.526976533941127,Caregiver count MOE exceeds 50% of estimate,0,7.957559681697612,NA,Unavailable MOE or zero percentage,0,7.957559681697612,NA,Unavailable MOE or zero percentage,0,30.9000406118041,63.454857689597326,Percentage MOE exceeds 50% of estimate,5.6467541208885415,50.58666762977458,48.585923802385544,Percentage MOE exceeds 50% of estimate,45.77857920995532,67.74927224893061,11.76560003843524,Caregiver count MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,9.834355028042259,4.930208084437593,Caregiver count MOE exceeds 50% of estimate,667,97.91809725950434,10,32038,Retained,NA,NA,NA,771,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,NA,NA,NA,593,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,749,Caregiver count MOE exceeds 50% of estimate,16
1312834,"Candler-McAfee CDP, Georgia",20905,821,371,9,76,82,119,85,450,1676,279,194,12,106,76,114,77,199,371,0,Pass,821,0,Pass,45.18879415347138,0.522911051212938,FALSE,TRUE,TRUE,31.79073460670708,177,565,17.959455778682486,2.4258760107816713,2.975376049826621,20.485175202156334,26.48737820424683,22.10242587601078,16.91343317470372,32.075471698113205,25.746352584240412,22.911051212938006,16.947781254989824,27.22933837478889,63.14824993215386,24.162127010925264,Caregiver count MOE exceeds 50% of estimate,0,5.401252060608292,74.56688589850391,Percentage MOE exceeds 50% of estimate,0,46.972553406403165,78.60895686656214,Percentage MOE exceeds 50% of estimate,5.188992701307061,39.015859050714496,46.52266365387845,Percentage MOE exceeds 50% of estimate,6.3291191138727925,57.82182428235362,48.79950355124144,Percentage MOE exceeds 50% of estimate,5.963269957948182,39.858832467927826,44.97183173288368,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,17.74695049031332,9.170355825888855,Caregiver count MOE exceeds 50% of estimate,677,97.8822023846682,10,32038,Retained,NA,NA,NA,771,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,48,Percentage MOE exceeds 50% of estimate,NA,NA,NA,40,Percentage MOE exceeds 50% of estimate,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Caregiver count MOE exceeds 50% of estimate,17
1300408,"Acworth city, Georgia",22473,716,329,28,11,0,0,290,387,50,449,436,44,20,27,27,437,201,329,0,Pass,716,0,Pass,45.94972067039106,1.325227963525836,TRUE,TRUE,TRUE,80.5681394266053,0,765,53.644819051400205,8.51063829787234,7.187124949305993,3.343465045592705,4.161984138970333,0,8.206686930091186,0,8.206686930091186,88.14589665653494,63.22636180542433,0,99.59453972179126,70.97700217356258,Percentage MOE exceeds 50% of estimate,1.3235133485663475,15.697763247178333,51.341175148125764,Percentage MOE exceeds 50% of estimate,0,7.505449184563038,75.679172866809,Percentage MOE exceeds 50% of estimate,0,8.206686930091186,NA,Unavailable MOE or zero percentage,0,8.206686930091186,NA,Unavailable MOE or zero percentage,24.919534851110612,100,43.60826774082546,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,14.639789970186445,19.40103170649818,Percentage MOE exceeds 50% of estimate,799,97.50608652225482,10,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Percentage MOE exceeds 50% of estimate,NA,NA,NA,40,Percentage MOE exceeds 50% of estimate,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Percentage MOE exceeds 50% of estimate,18
1378800,"Valdosta city, Georgia",55252,1035,325,0,9,127,25,164,710,79,299,184,34,21,117,40,125,248,325,0,Pass,1035,0,Pass,31.40096618357488,0.5661538461538461,FALSE,TRUE,TRUE,34.41970986823556,141,509,15.289187748091942,0,10.461538461538462,2.769230769230769,6.268448695881965,39.07692307692307,28.399797927214937,7.6923076923076925,11.511429418089026,50.46153846153846,25.7507770353254,16.11177843548294,46.69015393166682,29.601529110579737,Caregiver count MOE exceeds 50% of estimate,0,10.461538461538462,NA,Unavailable MOE or zero percentage,0,9.037679465112735,137.61750203318945,Percentage MOE exceeds 50% of estimate,10.677125149708136,67.47672100413801,44.184264817309526,Percentage MOE exceeds 50% of estimate,0,19.20373711039672,90.9798780773655,Percentage MOE exceeds 50% of estimate,24.71076142621306,76.21231549686385,31.024343099636596,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,5.8821400130312025,3.330185571864615,Caregiver count MOE exceeds 50% of estimate,809,97.46863100068668,10,32038,Retained,NA,NA,NA,771,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Percentage MOE exceeds 50% of estimate,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Caregiver count MOE exceeds 50% of estimate,19
1321380,"Dalton city, Georgia",34538,734,291,20,0,30,111,130,443,34,304,204,39,30,35,132,136,248,291,0,Pass,734,0,Pass,39.6457765667575,0.7010309278350515,FALSE,TRUE,TRUE,42.61965419587661,87,495,22.42382972720812,6.872852233676976,12.506052456074682,0,10.309278350515463,10.309278350515463,9.614012856580086,38.144329896907216,36.64093116831381,44.67353951890035,34.690190243383995,17.22194683954938,62.06960629396562,34.38631213926901,Percentage MOE exceeds 50% of estimate,0,19.378904689751657,110.6256874498506,Percentage MOE exceeds 50% of estimate,0,10.309278350515463,NA,Unavailable MOE or zero percentage,0.6952654939353771,19.92329120709555,56.69557654298086,Percentage MOE exceeds 50% of estimate,1.5033987285934032,74.78526106522102,58.39951702282085,Percentage MOE exceeds 50% of estimate,9.983349275516353,79.36372976228435,47.20946310927871,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,8.42550234524292,5.90653190295172,Percentage MOE exceeds 50% of estimate,912,97.15181971408951,10,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Percentage MOE exceeds 50% of estimate,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Percentage MOE exceeds 50% of estimate,20
1335324,"Griffin city, Georgia",23761,712,289,8,0,20,0,261,423,43,278,162,13,27,33,27,159,244,289,0,Pass,712,0,Pass,40.58988764044944,0.5605536332179931,FALSE,TRUE,TRUE,34.07924109678431,127,451,16.325493597560047,2.768166089965398,4.222160811352453,0,9.342560553633218,6.920415224913495,10.73953823527713,0,9.342560553633218,90.3114186851211,21.5423805395899,24.264394042889393,56.91538123800949,24.4523844335002,Caregiver count MOE exceeds 50% of estimate,0,6.990326901317852,92.72895582374355,Percentage MOE exceeds 50% of estimate,0,9.342560553633218,NA,Unavailable MOE or zero percentage,0,17.659953460190625,94.34658802277306,Percentage MOE exceeds 50% of estimate,0,9.342560553633218,NA,Unavailable MOE or zero percentage,68.7690381455312,100,14.501862129250934,Caregiver count MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,12.162787761457851,6.817859339796271,Caregiver count MOE exceeds 50% of estimate,918,97.12997065984143,10,32038,Retained,NA,NA,NA,771,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,48,Percentage MOE exceeds 50% of estimate,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,749,Caregiver count MOE exceeds 50% of estimate,21
1373704,"Stockbridge city, Georgia",35737,672,284,70,69,22,13,110,388,41,246,128,63,56,38,28,74,181,284,0,Pass,672,0,Pass,42.26190476190476,0.4507042253521127,FALSE,TRUE,FALSE,27.400871297431863,156,412,11.111426182384616,24.647887323943664,19.201095000336185,24.295774647887324,16.398313390813684,7.746478873239436,12.916743719890947,4.577464788732395,9.640883030558351,38.732394366197184,19.344017340868024,31.150478579520144,53.37333094428938,15.984294834607866,Retained,5.446792323607479,43.848982324279845,47.36080107888756,Percentage MOE exceeds 50% of estimate,7.89746125707364,40.69408803870101,41.033746823307574,Percentage MOE exceeds 50% of estimate,0,20.663222593130385,101.37280071451659,Percentage MOE exceeds 50% of estimate,0,14.218347819290745,128.04556615089345,Percentage MOE exceeds 50% of estimate,19.38837702532916,58.076411707065205,30.363027361055718,Retained,2024,2020-2024,ACS five-year,13,7.946945742507766,3.581710420708463,Retained,935,97.07690867095324,10,32038,Retained,260,66.34241245136187,7,771,Retained,NA,NA,NA,48,Percentage MOE exceeds 50% of estimate,NA,NA,NA,40,Percentage MOE exceeds 50% of estimate,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,499,15.935919055649242,2,593,Retained,241,67.89052069425901,7,749,Retained,22
1341347,"Irondale CDP, Georgia",9185,733,275,84,116,0,0,75,458,1342,374,225,132,187,20,20,59,243,275,0,Pass,733,0,Pass,37.51705320600273,0.8181818181818182,FALSE,TRUE,TRUE,49.74192261096295,50,500,23.99581079057123,30.545454545454547,40.98064366062532,42.18181818181818,58.590907779459656,0,7.2727272727272725,0,7.2727272727272725,27.27272727272727,30.955037225341748,13.521242415431498,61.512863996573955,38.88476268987936,Percentage MOE exceeds 50% of estimate,0,71.52609820607987,81.5652039243476,Percentage MOE exceeds 50% of estimate,0,100,84.44572616310008,Percentage MOE exceeds 50% of estimate,0,7.2727272727272725,NA,Unavailable MOE or zero percentage,0,7.2727272727272725,NA,Unavailable MOE or zero percentage,0,58.22776449806902,69.00419666517541,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,29.940119760479043,24.102707665518246,Percentage MOE exceeds 50% of estimate,977,96.93957175853674,10,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Percentage MOE exceeds 50% of estimate,NA,NA,NA,40,Percentage MOE exceeds 50% of estimate,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Percentage MOE exceeds 50% of estimate,23
1323872,"Douglas city, Georgia",11749,450,272,0,99,119,54,0,178,30,206,157,23,96,123,64,23,135,272,0,Pass,450,0,Pass,60.44444444444444,0.5772058823529411,FALSE,TRUE,TRUE,35.09162595961316,115,429,21.250854942501192,0,8.455882352941178,36.39705882352941,28.360423402117213,43.75,37.51266248108092,19.852941176470587,20.55040545324578,0,8.455882352941178,39.19358950194325,81.69529938694563,21.374342282414766,Caregiver count MOE exceeds 50% of estimate,0,8.455882352941178,NA,Unavailable MOE or zero percentage,8.0366354214122,64.75748222564663,47.37172101412023,Percentage MOE exceeds 50% of estimate,6.237337518919077,81.26266248108092,52.12818157388218,Percentage MOE exceeds 50% of estimate,0,40.40334662971637,62.93152879869041,Percentage MOE exceeds 50% of estimate,0,8.455882352941178,NA,Unavailable MOE or zero percentage,2024,2020-2024,ACS five-year,13,23.15090646012427,13.362708638061926,Caregiver count MOE exceeds 50% of estimate,996,96.88182782945252,10,32038,Retained,NA,NA,NA,771,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Percentage MOE exceeds 50% of estimate,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,NA,NA,NA,593,Unavailable MOE or zero percentage,NA,NA,NA,749,Caregiver count MOE exceeds 50% of estimate,24
1315172,"Chamblee city, Georgia",30895,670,270,59,0,0,20,191,400,93,229,145,71,30,30,31,139,166,270,0,Pass,670,0,Pass,40.298507462686565,0.5370370370370371,FALSE,TRUE,TRUE,32.64953356563206,125,415,16.692907558884276,21.85185185185185,23.532509806702315,0,11.11111111111111,0,11.11111111111111,7.4074074074074066,10.770307251459249,70.74074074074073,34.742950509849,23.60559990380229,56.991415021570845,25.183481557703185,Caregiver count MOE exceeds 50% of estimate,0,45.38436165855417,65.47156829549414,Percentage MOE exceeds 50% of estimate,0,11.11111111111111,NA,Unavailable MOE or zero percentage,0,11.11111111111111,NA,Unavailable MOE or zero percentage,0,18.177714658866655,88.39640531673254,Percentage MOE exceeds 50% of estimate,35.99779023089173,100,29.858627294625666,Caregiver count MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,8.739278200356043,4.693242342258204,Caregiver count MOE exceeds 50% of estimate,1009,96.8474936013484,10,32038,Retained,NA,NA,NA,771,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,48,Percentage MOE exceeds 50% of estimate,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,NA,NA,NA,593,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,749,Caregiver count MOE exceeds 50% of estimate,25
1343192,"Kennesaw city, Georgia",34605,536,262,10,0,169,13,70,274,46,188,160,19,30,140,21,75,122,262,0,Pass,536,0,Pass,48.88059701492538,0.6106870229007634,FALSE,TRUE,TRUE,37.12713477323783,102,422,24.436177279442816,3.816793893129771,6.867112694477029,0,11.450381679389313,64.50381679389314,36.10553776548789,4.961832061068702,7.420434057102368,26.717557251908396,23.52086861617401,24.444419735482562,73.3167742943682,30.39271578108628,Caregiver count MOE exceeds 50% of estimate,0,10.683906587606801,109.38259164662215,Percentage MOE exceeds 50% of estimate,0,11.450381679389313,NA,Unavailable MOE or zero percentage,28.39827902840525,100,34.02993721211072,Percentage MOE exceeds 50% of estimate,0,12.38226611817107,90.92011832005633,Percentage MOE exceeds 50% of estimate,3.196688635734386,50.2384258680824,53.52163235911363,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,7.571160236959977,4.623598351531159,Caregiver count MOE exceeds 50% of estimate,1043,96.73668768337599,10,32038,Retained,NA,NA,NA,771,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,48,Percentage MOE exceeds 50% of estimate,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Caregiver count MOE exceeds 50% of estimate,26
1366668,"Rome city, Georgia",38189,617,253,0,0,8,0,245,364,43,280,186,30,30,13,30,184,172,253,0,Pass,617,0,Pass,41.004862236628846,0.7351778656126482,FALSE,TRUE,TRUE,44.69564060695221,67,439,23.717125496638985,0,11.857707509881422,0,11.857707509881422,3.1620553359683794,4.582404625806256,0,11.857707509881422,96.83794466403161,14.85923258516386,17.28773673998986,64.72198773326784,35.16409443295309,Percentage MOE exceeds 50% of estimate,0,11.857707509881422,NA,Unavailable MOE or zero percentage,0,11.857707509881422,NA,Unavailable MOE or zero percentage,0,7.744459961774636,88.10422028841015,Percentage MOE exceeds 50% of estimate,0,11.857707509881422,NA,Unavailable MOE or zero percentage,81.97871207886774,100,9.328752276246682,Caregiver count MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,6.624944355704522,4.87050673880575,Percentage MOE exceeds 50% of estimate,1074,96.63836693925963,10,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,749,Percentage MOE exceeds 50% of estimate,27
